[29, 474870, 461700, 734590, 604380, 261165, 618300, 558742, 228245, 105206, 494036, 784863, 332065, 251185, 146850, 586117, 165637, 638423, 764532, 509251, 307478, 659842, 28791, 113789, 473896, 805043, 731271, 333900, 365220, 390730, 489150, 522600, 215063],
[29, 269430, 637851, 475927, 227937, 598073, 699900, 679673, 530490, 806278, 585619, 468248, 496029, 102678, 452640, 37955, 379200, 307760, 420750, 203337, 101902, 279482, 374586, 670034, 478586, 725974, 83731, 188469, 757860, 192600, 443160, 389700, 458378],
[29, 320099, 69834, 289912, 190022, 530694, 724580, 759028, 475992, 507390, 771014, 190616, 303030, 413476, 542048, 466566, 372929, 195300, 551460, 751903, 787661, 111948, 174898, 440560, 704820, 667158, 243000, 378943, 743160, 403173, 679680, 425850, 748546],
[29, 325140, 449413, 752250, 167758, 56236, 765694, 390785, 57851, 418739, 436080, 504000, 577233, 34195, 352710, 474418, 349117, 0, 222142, 714114, 526779, 502981, 140300, 249621, 698973, 641481, 767160, 61940, 468723, 518399, 261653, 129228, 607920],
[29, 447982, 296959, 475028, 32963, 553499, 290550, 561589, 428055, 168057, 95790, 209234, 567000, 422502, 455310, 641946, 543724, 567948, 109280, 195941, 709991, 678183, 139678, 60555, 335089, 702000, 753605, 319344, 270000, 360988, 251388, 470762, 104848],
[29, 795206, 519079, 126202, 153494, 797010, 661500, 200700, 616344, 233038, 83786, 225760, 529663, 537943, 735300, 310256, 350892, 57631, 251663, 28715, 545218, 631241, 292936, 781299, 497185, 636570, 586049, 219460, 383400, 474516, 600465, 56060, 122400],
[29, 796862, 168750, 774780, 373158, 362817, 664745, 28349, 477465, 738494, 158665, 789489, 639592, 679387, 656520, 194645, 130282, 635841, 794793, 334920, 236949, 28204, 532470, 188057, 446760, 0, 307235, 560610, 630321, 245312, 692966, 690930, 91712],
[29, 491456, 200203, 697717, 516724, 641942, 335066, 742551, 512937, 323290, 691890, 433173, 474826, 728439, 351000, 447273, 627245, 666254, 67582, 108000, 178512, 668234, 778243, 271342, 291819, 542790, 619530, 775361, 557695, 239481, 464075, 729000, 409790],
[29, 156282, 30390, 456436, 309096, 772242, 223474, 255150, 610387, 533970, 408021, 105206, 126900, 794563, 804984, 150578, 754129, 279704, 69881, 613680, 399600, 694237, 195918, 32831, 490485, 694960, 558606, 433565, 656098, 781636, 55863, 0, 475065],
[29, 670179, 261900, 234052, 558876, 732188, 387000, 430292, 325007, 365580, 570803, 645532, 306950, 741349, 91184, 537190, 367200, 216900, 258945, 390762, 503275, 155498, 292560, 781908, 716880, 461017, 312534, 416166, 112079, 687242, 620998, 113320, 697380],
[29, 339293, 84823, 569890, 493404, 729000, 33634, 715020, 476824, 693649, 502889, 247560, 613875, 683868, 713652, 601450, 474300, 91230, 796955, 666120, 195469, 542296, 47744, 754138, 701303, 775067, 531058, 224383, 428460, 317700, 336104, 279483, 186054],
[29, 808110, 605533, 538603, 627300, 554932, 563687, 417600, 399048, 451179, 654546, 397288, 86127, 273745, 56700, 677038, 192270, 649086, 139570, 241761, 349106, 135000, 88691, 337700, 523654, 256161, 804382, 358540, 408630, 500221, 475109, 792769, 75181],
[29, 190512, 259200, 402540, 208694, 398697, 572989, 512053, 741933, 704290, 410489, 198328, 188640, 184801, 432900, 124560, 801341, 146424, 669392, 474801, 613954, 132810, 250448, 697639, 540000, 309102, 418952, 83970, 48504, 770634, 478013, 617555, 265909],
[29, 304984, 385740, 490189, 710100, 418903, 598657, 474338, 256672, 180300, 730800, 496402, 322381, 475165, 682087, 496898, 566801, 251813, 389234, 670321, 353909, 73551, 334800, 66015, 457407, 801900, 736104, 274270, 83753, 780889, 697589, 149520, 450600],
[29, 751702, 765429, 788010, 131579, 314951, 369038, 569812, 244800, 195538, 91800, 508184, 567000, 318407, 725679, 273146, 389544, 227828, 605495, 583746, 154366, 52070, 32803, 473877, 746224, 419759, 207480, 56318, 526682, 657552, 783000, 698341, 612323],
[29, 307852, 568977, 616543, 213300, 335290, 597236, 123300, 37068, 646583, 223933, 669812, 638033, 773865, 428916, 513000, 437151, 87060, 179379, 84109, 390659, 384238, 589810, 790094, 62254, 201540, 72450, 111887, 321149, 423620, 306758, 500400, 512588],
[29, 66382, 344889, 206100, 726150, 294240, 390651, 483690, 391965, 657496, 676800, 566055, 342172, 246430, 745983, 307264, 789827, 788084, 289536, 223439, 261606, 537393, 112313, 255239, 758171, 59160, 32263, 662400, 627888, 588600, 230946, 226711, 124255],
[29, 586410, 50685, 483200, 769979, 399600, 318413, 206690, 109893, 36720, 170377, 201888, 335618, 788885, 574315, 668689, 596334, 409917, 298934, 169541, 114818, 27000, 363300, 274892, 446580, 611937, 549892, 691745, 504942, 621000, 328375, 296068, 392516],
[29, 250729, 27900, 53567, 353222, 393895, 129397, 726204, 696927, 252000, 212339, 522772, 262272, 318254, 591515, 479780, 586113, 37366, 782040, 83958, 233100, 600267, 512495, 594000, 383588, 494100, 788244, 334940, 444375, 364983, 300936, 58390, 450605],
[29, 563258, 795875, 455400, 509430, 149261, 440330, 121440, 558732, 640140, 530340, 753815, 82283, 673741, 362814, 571816, 419316, 516737, 185498, 438082, 314433, 474660, 70200, 298844, 602504, 576868, 343376, 495749, 675000, 734819, 296762, 641917, 249364],
[29, 402300, 390600, 683219, 790136, 347120, 307283, 220860, 667053, 353810, 538080, 575459, 726101, 574255, 164338, 533461, 478950, 218099, 274029, 222960, 662950, 410584, 136635, 203811, 755044, 414312, 675000, 474786, 541470, 66193, 502763, 673897, 122072],
[29, 186390, 613952, 670942, 382220, 759844, 753872, 279323, 242385, 439200, 363090, 308429, 780180, 529752, 170658, 343732, 697830, 28179, 155854, 586530, 376944, 36000, 98160, 724046, 419090, 635463, 798826, 474480, 685740, 88181, 631996, 40717, 141554],
[29, 781590, 356056, 302908, 502927, 394200, 281162, 351000, 294961, 223679, 698244, 262706, 455820, 197095, 154143, 450356, 111735, 561289, 316712, 54993, 653400, 251131, 599617, 570699, 74273, 482399, 558000, 636827, 344503, 417755, 734700, 767624, 522581],
[29, 556200, 272287, 577379, 530937, 254979, 697771, 73920, 140608, 372568, 185654, 320810, 148034, 684723, 642003, 88379, 446927, 697306, 529983, 589444, 474300, 614692, 210600, 306596, 192600, 418950, 568872, 220897, 232760, 753440, 350472, 27900, 180941],
[29, 362700, 271747, 649860, 139629, 193195, 417247, 548100, 480406, 530971, 805158, 84150, 446667, 667536, 384420, 703383, 781397, 306989, 602730, 266730, 614378, 396770, 475720, 684088, 336971, 564095, 223889, 426973, 754122, 275434, 706920, 427500, 627033],
[29, 55845, 445624, 534960, 588905, 480400, 81000, 573156, 474734, 310211, 435195, 163752, 486933, 277449, 87889, 803640, 725259, 56571, 504798, 655714, 646200, 809975, 328031, 322906, 243000, 753492, 195536, 498111, 552297, 372750, 221160, 614630, 266715],
[29, 188041, 307066, 671940, 197100, 777074, 543631, 207900, 74467, 222224, 85672, 320880, 809143, 700370, 284891, 360719, 530177, 119430, 96678, 558385, 278377, 294300, 498120, 586710, 427178, 532885, 669869, 484065, 466755, 167816, 645105, 246734, 56790],
[29, 749547, 49920, 508912, 611922, 797298, 571941, 72898, 709710, 577390, 126705, 788400, 274639, 407670, 251610, 179261, 130348, 732353, 601572, 642310, 363457, 417819, 306865, 214200, 464491, 384553, 432900, 725493, 55984, 490541, 230986, 556937, 253800],
[29, 195525, 635892, 535341, 564390, 372471, 74053, 733480, 626294, 736445, 513000, 517810, 612000, 182550, 427789, 357268, 304050, 261328, 559800, 667431, 778140, 509777, 118958, 56276, 647538, 251911, 28046, 334034, 164806, 408149, 444269, 42812, 307080],
[29, 651450, 335482, 208321, 424724, 447066, 464276, 511016, 664386, 279620, 523140, 641700, 251261, 538299, 30976, 80185, 566040, 223399, 31710, 97103, 462749, 363270, 417150, 746069, 56210, 388537, 689160, 109380, 664434, 316325, 807610, 231300, 710202],
[29, 524549, 147112, 428012, 369222, 391952, 223326, 775789, 637764, 253036, 307112, 437400, 630659, 116397, 547768, 703336, 83700, 642351, 557178, 697980, 141901, 466720, 713872, 725400, 771619, 267300, 87300, 384273, 760852, 28350, 290172, 384124, 673135],
[29, 329469, 136024, 650047, 806803, 181623, 719670, 689679, 643770, 808137, 529620, 493463, 697590, 43365, 208099, 775242, 182475, 606060, 336827, 512762, 282130, 728040, 469606, 304200, 139556, 31487, 555448, 423000, 731806, 279081, 670220, 633821, 445500],
